"Cell age","Growth","Growth rate","Absolute position","Relative position"
62.59,12.254542,0.020218,900.757576,0.680985
62.59,11.379217,0.015062,928.030303,0.701604
62.59,11.612637,0.014711,971.212121,0.73425
62.59,10.153763,0.021267,953.787879,0.721077
62.59,10.270473,0.017598,965.151515,0.729668
62.59,13.479996,0.018304,996.969697,0.753723
62.59,7.29437,0.028538,495.454545,0.37457
62.59,14.00519,0.024683,390.909091,0.295533
66.08,33.149069,0.027726,228.030303,0.242742
66.08,20.858317,0.027312,287.121212,0.305645
66.08,13.623485,0.032176,312.121212,0.332258
66.08,17.621681,0.027981,350,0.372581
66.08,20.096756,0.020824,365.909091,0.389516
66.08,16.923584,0.027066,394.69697,0.420161
66.08,16.24664,0.025032,396.212121,0.421774
66.08,7.340604,0.025029,428.030303,0.455645
66.08,16.690884,0.027009,425.757576,0.453226
66.08,9.456052,0.03348,450.757576,0.479839
66.08,21.746805,0.023616,432.575758,0.460484
66.08,13.560021,0.025988,437.878788,0.466129
66.08,15.950478,0.027996,449.242424,0.478226
66.08,17.367828,0.02675,465.151515,0.495161
66.08,11.613809,0.018131,463.636364,0.493548
66.08,15.294689,0.015857,462.878788,0.492742
66.08,16.944738,0.019353,492.424242,0.524194
66.08,12.60807,0.018682,487.878788,0.519355
66.08,14.300428,0.021724,501.515152,0.533871
66.08,20.202528,0.019288,497.727273,0.529839
66.08,17.748608,0.017538,529.545455,0.56371
66.08,18.848641,0.018319,532.575758,0.566935
66.08,10.809939,0.020728,550,0.585484
66.08,13.856184,0.017842,562.121212,0.598387
66.08,15.844705,0.015972,578.030303,0.615323
66.08,12.904232,0.021676,590.909091,0.629032
66.08,13.348477,0.02021,596.969697,0.635484
66.08,9.921451,0.019269,621.969697,0.662097
66.08,11.888817,0.018435,625.757576,0.666129
66.08,14.448509,0.023679,656.818182,0.699194
66.08,21.852577,0.019743,678.787879,0.722581
66.12,15.142065,0.022562,506.415743,0.608991
66.12,13.601427,0.022445,605.15976,0.727735
66.12,13.789792,0.02029,632.667021,0.760814
68.43,7.89347,0.014774,194.69697,0.122615
68.43,9.068093,0.010465,241.666667,0.152195
68.43,9.89033,0.012399,527.272727,0.332061
68.43,11.440833,0.009533,609.848485,0.384065
68.43,7.259173,0.008265,612.878788,0.385973
68.43,8.551259,0.009632,628.787879,0.395992
68.43,7.353143,0.009273,645.454545,0.406489
68.43,8.786184,0.006279,645.454545,0.406489
68.43,2.490202,0.003459,665.151515,0.418893
68.43,7.869977,0.008312,686.363636,0.432252
68.43,4.111182,0.008135,676.515152,0.42605
68.43,7.822992,0.009202,708.333333,0.446088
68.43,3.52387,0.005535,746.969697,0.47042
68.43,6.483922,0.006278,765.151515,0.48187
68.43,6.413444,0.010114,818.939394,0.515744
68.43,4.698494,0.007776,848.484848,0.534351
68.43,5.638193,0.009041,826.515152,0.520515
68.43,6.131535,0.00989,856.818182,0.539599
68.43,6.789324,0.010822,860.606061,0.541985
68.43,4.980404,0.009622,873.484848,0.550095
68.43,8.621736,0.014779,912.121212,0.574427
68.43,9.021108,0.012583,912.121212,0.574427
71.13,15.002621,0.018068,248.484848,0.173913
71.13,11.959637,0.016155,265.909091,0.186108
71.13,10.119693,0.013339,281.060606,0.196713
71.13,14.884676,0.018222,283.333333,0.198303
71.13,12.101171,0.016923,305.30303,0.21368
71.13,8.657173,0.015917,285.606061,0.199894
71.13,12.242705,0.017659,317.424242,0.222163
71.13,4.36397,0.009029,310.606061,0.217391
71.13,9.93098,0.013594,329.545455,0.230647
71.13,11.063254,0.015561,355.30303,0.248674
71.13,9.718679,0.009365,335.606061,0.234889
71.13,9.954569,0.017116,362.121212,0.253446
71.13,12.36065,0.014955,392.424242,0.274655
71.13,6.227503,0.013332,406.818182,0.28473
71.13,11.841692,0.017407,409.090909,0.28632
71.13,9.270488,0.014091,429.545455,0.300636
71.13,13.09191,0.017744,422.727273,0.295864
71.13,11.181199,0.015868,449.242424,0.314422
71.13,12.077582,0.016097,454.545455,0.318134
71.13,18.847633,0.020989,468.181818,0.327678
71.13,6.581339,0.014454,485.606061,0.339873
71.13,10.615062,0.017216,503.787879,0.352598
71.13,7.807968,0.014827,522.727273,0.365854
71.13,12.973965,0.014558,524.242424,0.366914
71.13,10.331994,0.014624,529.545455,0.370626
71.13,11.039665,0.015174,540.909091,0.378579
71.13,24.391054,0.017814,526.515152,0.368505
71.13,10.402761,0.012046,538.636364,0.376988
71.13,11.959637,0.014546,522.727273,0.365854
71.13,10.756596,0.017224,525,0.367444
71.13,13.068321,0.014054,523.484848,0.366384
71.13,10.685829,0.015684,546.212121,0.382291
71.13,8.185392,0.01628,556.818182,0.389714
71.13,9.317666,0.01646,574.242424,0.401909
71.13,15.592347,0.012067,568.939394,0.398197
71.13,12.101171,0.014933,550,0.384942
71.13,28.047353,0.009915,517.424242,0.362142
71.13,9.482789,0.01312,584.848485,0.409332
71.13,10.166871,0.010828,606.818182,0.424708
71.13,10.331994,0.012179,596.969697,0.417815
71.13,8.020269,0.016158,614.393939,0.430011
71.13,13.374978,0.014641,609.090909,0.426299
71.13,16.016949,0.015237,648.484848,0.453871
71.13,11.039665,0.009089,653.787879,0.457582
71.13,22.409576,0.008522,636.363636,0.445387
71.13,10.19046,0.008917,718.181818,0.502651
71.13,10.284816,0.009905,981.818182,0.687169
73.55,16.251856,0.020462,470.454545,0.35567
73.55,17.389778,0.015768,461.363636,0.348797
73.55,14.413675,0.025121,495.454545,0.37457
73.55,14.792982,0.026145,525.757576,0.39748
73.55,8.869954,0.017144,489.393939,0.369989
73.55,14.763805,0.016691,520.454545,0.393471
73.55,22.23324,0.026441,517.424242,0.39118
73.55,15.785017,0.017187,518.939394,0.392325
73.55,11.875234,0.016245,546.969697,0.413517
73.55,29.790207,0.040641,587.121212,0.443872
73.55,14.676272,0.019544,581.060606,0.43929
73.55,15.639129,0.015365,580.30303,0.438717
73.55,12.838091,0.018854,600.757576,0.454181
73.55,10.737313,0.015466,603.030303,0.455899
73.55,7.848742,0.016945,620.454545,0.469072
73.55,8.957486,0.017021,622.727273,0.47079
73.55,11.145797,0.013859,633.333333,0.478809
73.55,7.87792,0.011468,640.909091,0.484536
73.55,8.928309,0.014893,665.909091,0.503436
73.55,12.108654,0.021094,649.242424,0.490836
73.55,18.352635,0.018933,659.848485,0.498855
73.55,9.628568,0.016413,664.393939,0.502291
73.55,5.660431,0.009642,686.363636,0.5189
73.55,8.519824,0.022109,681.818182,0.515464
73.55,12.604671,0.0126,689.393939,0.521191
73.55,16.572809,0.017666,684.848485,0.517755
73.55,8.899131,0.017872,706.818182,0.534364
73.55,14.530385,0.019891,720.454545,0.544674
73.55,7.848742,0.017538,709.848485,0.536655
73.55,10.153763,0.016619,729.545455,0.551546
73.55,11.816879,0.015466,734.090909,0.554983
73.55,20.540946,0.017172,721.969697,0.545819
73.55,15.201467,0.016837,753.787879,0.569874
73.55,9.774456,0.01487,792.424242,0.599084
73.55,8.782421,0.018677,774.242424,0.585338
73.55,12.312896,0.015566,762.878788,0.576747
73.55,12.487961,0.015277,762.121212,0.576174
73.55,14.763805,0.017493,784.848485,0.593356
73.55,10.503893,0.019649,803.030303,0.607102
73.55,16.718696,0.021737,849.242424,0.642039
73.55,14.909692,0.024483,867.424242,0.655785
73.55,13.742593,0.019868,855.30303,0.646621
73.55,14.442853,0.01486,893.181818,0.675258
73.55,14.35532,0.017455,922.727273,0.697595
73.84,9.273132,0.014523,480.31911,0.577608
73.84,17.35193,0.017986,497.95197,0.598813
73.84,16.488829,0.022361,520.522031,0.625954
73.84,32.446082,0.043558,551.555865,0.663274
73.84,18.120662,0.020065,543.092092,0.653096
73.84,13.949306,0.019177,533.21769,0.641221
73.84,16.544477,0.022138,560.724952,0.6743
73.84,16.04238,0.020027,585.410956,0.703986
73.84,12.789106,0.013648,636.898908,0.765903
73.84,12.521097,0.022595,619.266048,0.744699
73.84,16.614317,0.020858,646.773309,0.777778
73.84,14.958475,0.024708,651.005196,0.782867
76.55,13.031159,0.018593,546.212121,0.581452
76.55,16.204331,0.024036,705.30303,0.750806
85.75,35.975833,0.017683,359.090909,0.271478
85.75,28.331333,0.021132,463.636364,0.350515
85.75,15.639129,0.02009,502.272727,0.379725
85.75,16.281034,0.015494,558.333333,0.422108
85.75,27.339299,0.018031,587.121212,0.443872
85.75,31.803453,0.027236,631.060606,0.47709
85.75,18.702765,0.017519,625.757576,0.473081
85.75,14.82216,0.027618,681.818182,0.515464
85.75,27.018346,0.024199,671.212121,0.507446
85.75,23.721291,0.016158,678.030303,0.5126
85.75,19.461379,0.021502,684.848485,0.517755
85.75,21.88311,0.021596,703.030303,0.531501
85.75,24.304841,0.021406,729.545455,0.551546
85.75,12.050299,0.013036,718.181818,0.542955
85.75,20.190816,0.014675,717.424242,0.542383
85.75,16.689518,0.013012,759.090909,0.573883
85.75,17.769085,0.017333,761.363636,0.575601
85.75,19.548911,0.018586,769.69697,0.581901
85.75,25.034278,0.015857,763.636364,0.57732
85.75,28.448043,0.018537,806.060606,0.609393
85.75,25.150988,0.016334,811.363636,0.613402
85.75,13.421641,0.016639,843.181818,0.637457
85.75,22.875144,0.019214,847.727273,0.640893
85.75,34.808733,0.02261,881.060606,0.666094
85.75,17.360601,0.018314,893.181818,0.675258
85.75,19.373847,0.019413,942.424242,0.712486
85.75,37.405529,0.032354,985.606061,0.745132
85.75,16.164324,0.010209,1009.848485,0.763459
86.92,38.78036,0.017177,234.090909,0.163839
86.92,9.553556,0.009652,255.30303,0.178685
86.92,9.813035,0.015748,294.69697,0.206257
86.92,13.186266,0.017584,305.30303,0.21368
86.92,13.988293,0.013978,317.424242,0.222163
86.92,13.044732,0.015076,331.818182,0.232238
86.92,12.879609,0.013942,342.424242,0.239661
86.92,23.140836,0.012924,318.181818,0.222694
86.92,18.210729,0.010487,368.181818,0.257688
86.92,18.800455,0.017179,384.090909,0.268823
86.92,11.417089,0.015668,382.575758,0.267762
86.92,9.388433,0.008371,406.060606,0.284199
86.92,12.525773,0.020079,390.909091,0.273595
86.92,13.186266,0.014787,450.757576,0.315483
86.92,19.767605,0.016747,440.909091,0.30859
86.92,14.412896,0.01303,443.181818,0.31018
86.92,13.658047,0.01663,441.666667,0.30912
86.92,14.365717,0.015427,471.212121,0.329799
86.92,14.200594,0.015289,451.515152,0.316013
86.92,10.898131,0.014775,434.848485,0.304348
86.92,10.072515,0.011643,476.515152,0.33351
86.92,9.176132,0.011074,495.454545,0.346766
86.92,25.476149,0.015411,475,0.33245
86.92,14.979032,0.016463,504.545455,0.353128
86.92,13.681636,0.016117,493.181818,0.345175
86.92,13.139088,0.017344,519.69697,0.363733
86.92,15.568758,0.015383,503.030303,0.352068
86.92,15.781059,0.013267,504.545455,0.353128
86.92,14.884676,0.015121,531.060606,0.371686
86.92,12.030404,0.01329,537.121212,0.375928
86.92,18.989167,0.013868,534.848485,0.374337
86.92,18.776866,0.01442,593.181818,0.415164
86.92,10.733007,0.01115,610.606061,0.427359
86.92,18.989167,0.016291,632.575758,0.442736
86.92,18.706098,0.018144,634.090909,0.443796
86.92,12.266294,0.008394,642.424242,0.449629
86.92,14.29495,0.013578,669.69697,0.468717
86.92,4.080902,0.006139,664.393939,0.465005
86.92,7.430544,0.006411,682.575758,0.477731
86.92,11.016076,0.014555,696.969697,0.487805
86.92,10.803774,0.016771,698.484848,0.488865
86.92,9.22331,0.00875,743.939394,0.520679
86.92,9.270488,0.007411,735.606061,0.514846
86.92,7.619256,0.009732,771.969697,0.540297
86.92,7.925913,0.01026,749.242424,0.52439
86.92,7.171064,0.010768,778.787879,0.545069
86.92,11.346322,0.012184,790.909091,0.553552
86.92,8.397694,0.009677,794.69697,0.556204
86.92,8.562817,0.011345,811.363636,0.567869
86.92,8.374105,0.012296,801.515152,0.560976
86.92,5.56701,0.0086,825,0.577413
86.92,10.544295,0.008064,789.393939,0.552492
86.92,7.99668,0.009919,821.212121,0.574761
86.92,10.473528,0.009346,841.666667,0.589077
86.92,6.53416,0.00763,834.848485,0.584305
86.92,8.751529,0.009329,866.666667,0.606575
86.92,9.364844,0.008964,828.787879,0.580064
86.92,8.562817,0.009661,832.575758,0.582715
86.92,8.751529,0.011742,842.424242,0.589608
86.92,6.53416,0.009582,868.181818,0.607635
86.92,6.369037,0.011338,859.090909,0.601273
86.92,9.506378,0.008254,850,0.59491
86.92,8.350516,0.011795,890.151515,0.623012
86.92,7.595667,0.011171,891.666667,0.624072
86.92,10.261227,0.009111,870.454545,0.609226
86.92,6.722873,0.009586,892.424242,0.624602
86.92,10.92172,0.011115,919.69697,0.64369
86.92,5.732134,0.005568,905.30303,0.633616
86.92,10.048926,0.010697,921.212121,0.644751
86.92,5.944435,0.008796,896.969697,0.627784
86.92,9.199721,0.009821,946.969697,0.662778
86.92,9.624323,0.010646,903.787879,0.632556
86.92,4.717805,0.008215,921.969697,0.645281
86.92,6.55775,0.008078,951.515152,0.66596
86.92,7.359776,0.007669,984.090909,0.688759
86.92,14.955443,0.013837,1044.69697,0.731177
86.92,6.321859,0.008267,1028.030303,0.719512
86.92,7.784379,0.008037,1065.151515,0.745493
86.92,13.044732,0.015076,331.818182,0.232238
87.12,18.404397,0.018717,491.666667,0.523387
87.12,20.244837,0.018402,538.636364,0.573387
87.12,24.137261,0.017351,619.69697,0.659677
87.12,39.093478,0.021511,856.818182,0.912097
93.25,17.05051,0.016857,554.545455,0.590323
93.25,19.864056,0.020602,674.242424,0.717742
93.25,23.18531,0.021499,708.333333,0.754032
95.56,16.585683,0.013622,248.484848,0.156489
95.56,14.847241,0.012547,293.181818,0.184637
95.56,14.800256,0.014467,336.363636,0.211832
95.56,12.521486,0.012532,381.060606,0.239981
95.56,10.477641,0.012585,389.393939,0.245229
95.56,14.071989,0.012244,424.242424,0.267176
95.56,8.950631,0.013767,441.666667,0.278149
95.56,12.451009,0.013522,468.181818,0.294847
95.56,11.041461,0.010642,466.666667,0.293893
95.56,8.457289,0.008912,500.757576,0.315363
95.56,11.370355,0.011699,586.363636,0.369275
95.56,17.21998,0.009112,591.666667,0.372615
95.56,10.219224,0.009321,589.393939,0.371183
95.56,8.504274,0.009841,593.181818,0.373569
95.56,13.50817,0.010758,589.393939,0.371183
95.56,8.856661,0.00959,619.69697,0.390267
95.56,13.038321,0.007925,644.69697,0.406011
95.56,8.128394,0.007649,622.727273,0.392176
95.56,13.367215,0.003997,577.272727,0.36355
95.56,8.762691,0.009251,663.636364,0.417939
95.56,6.601384,0.005756,683.333333,0.430344
95.56,9.913822,0.009038,675.757576,0.425573
95.56,5.99058,0.00893,699.242424,0.440363
95.56,10.266209,0.008506,689.393939,0.43416
95.56,9.584928,0.006987,734.090909,0.462309
95.56,17.055533,0.010983,739.393939,0.465649
95.56,38.574635,0.011478,720.454545,0.453721
95.56,20.93179,0.013839,812.121212,0.51145
95.56,5.99058,0.00483,1111.363636,0.699905
96.22,17.214713,0.016353,840.909091,0.635739
96.22,19.344669,0.017635,1046.969697,0.791523
97.88,10.261227,0.009459,440.151515,0.308059
97.88,14.719553,0.016459,461.363636,0.322906
97.88,8.798707,0.012372,454.545455,0.318134
97.88,18.706098,0.014948,503.030303,0.352068
97.88,17.550236,0.013711,490.151515,0.343054
97.88,15.380046,0.012204,491.666667,0.344115
97.88,11.558623,0.0117,528.787879,0.370095
97.88,10.780185,0.009052,577.272727,0.40403
97.88,16.205662,0.014871,576.515152,0.403499
97.88,14.55443,0.010791,568.939394,0.398197
97.88,13.021143,0.013497,600,0.419936
97.88,13.304211,0.013888,601.515152,0.420997
97.88,12.337061,0.018042,624.242424,0.436903
97.88,16.087716,0.020133,624.242424,0.436903
97.88,15.191333,0.013895,634.848485,0.444327
97.88,15.969771,0.016839,645.454545,0.45175
97.88,13.209855,0.015687,678.030303,0.474549
97.88,13.445745,0.015735,653.030303,0.457052
97.88,20.522454,0.014703,665.909091,0.466066
97.88,15.28569,0.017795,673.484848,0.471368
97.88,15.52158,0.018955,702.272727,0.491516
97.88,9.152543,0.015796,691.666667,0.484093
97.88,20.192207,0.014843,701.515152,0.490986
97.88,20.215796,0.01507,695.454545,0.486744
97.88,12.053993,0.016572,721.969697,0.505302
97.88,7.171064,0.007413,737.878788,0.516437
97.88,10.685829,0.016427,726.515152,0.508484
97.88,11.652979,0.013707,750.757576,0.525451
97.88,10.402761,0.010326,754.545455,0.528102
97.88,19.673249,0.012016,740.151515,0.518028
97.88,9.789446,0.009479,787.878788,0.551432
97.88,13.870348,0.011978,815.151515,0.57052
97.88,11.676568,0.010801,912.121212,0.638388
97.88,9.152543,0.010473,931.818182,0.652174
97.88,10.308405,0.010788,899.242424,0.629374
97.88,11.3935,0.009083,943.939394,0.660657
100.97,19.610202,0.020513,522.727273,0.556452
100.97,20.181373,0.014799,543.181818,0.578226
100.97,24.200725,0.020631,573.484848,0.610484
100.97,24.221879,0.018187,612.878788,0.652419
100.97,26.591181,0.019224,598.484848,0.637097
100.97,15.506233,0.01492,586.363636,0.624194
100.97,25.808465,0.021474,623.484848,0.66371
100.97,25.321912,0.020315,649.242424,0.691129
100.97,30.758613,0.021688,717.424242,0.76371
100.97,12.058053,0.01486,690.909091,0.735484
100.97,20.223682,0.01702,721.969697,0.768548
100.97,20.11791,0.020553,736.363636,0.783871
106.79,20.190816,0.013987,760.606061,0.575029
106.79,26.697394,0.016218,821.969697,0.62142
106.79,28.82735,0.014311,937.878788,0.709049
110.08,37.553731,0.013218,288.636364,0.202015
110.08,15.191333,0.0136,476.515152,0.33351
110.08,18.540975,0.012941,543.181818,0.38017
110.08,25.806396,0.012293,580.30303,0.406151
110.08,19.696838,0.01323,625,0.437434
110.08,13.941115,0.008898,686.363636,0.480382
110.08,19.791194,0.010178,689.393939,0.482503
110.08,12.667308,0.010071,696.969697,0.487805
110.08,12.85602,0.009221,724.242424,0.506893
110.08,16.653853,0.010506,762.121212,0.533404
110.08,8.468461,0.007377,735.606061,0.514846
110.08,9.600734,0.005654,734.090909,0.513786
110.08,14.177005,0.008751,784.090909,0.54878
110.08,11.511445,0.008559,787.121212,0.550901
110.08,13.492923,0.009546,795.454545,0.556734
110.08,14.695964,0.007307,788.636364,0.551962
110.08,16.866154,0.00831,838.636364,0.586957
110.08,20.074262,0.009865,845.454545,0.591729
110.08,12.242705,0.011253,884.090909,0.61877
110.08,13.846759,0.008697,889.393939,0.622481
110.08,17.550236,0.008304,929.545455,0.650583
110.08,9.506378,0.007661,942.424242,0.659597
110.08,10.331994,0.007813,1001.515152,0.700954
110.08,33.095405,0.015576,1089.393939,0.76246
111.35,17.478397,0.012637,334.848485,0.210878
111.35,15.575507,0.01283,354.545455,0.223282
111.35,15.340583,0.012103,366.666667,0.230916
111.35,18.723498,0.011311,480.30303,0.302481
111.35,10.501134,0.009359,490.909091,0.30916
111.35,2.537187,0.002792,478.030303,0.30105
111.35,8.551259,0.007812,528.787879,0.333015
111.35,5.191836,0.005154,550.757576,0.346851
111.35,20.767343,0.009328,530.30303,0.333969
111.35,10.853521,0.009408,553.787879,0.34876
111.35,10.313194,0.009826,588.636364,0.370706
111.35,10.923998,0.008138,562.878788,0.354485
111.35,8.809676,0.005886,558.333333,0.351622
111.35,9.23254,0.007179,590.909091,0.372137
111.35,9.162063,0.007846,603.787879,0.380248
111.35,12.051637,0.006862,593.939394,0.374046
111.35,15.716462,0.009091,678.030303,0.427004
111.35,11.722742,0.009479,693.181818,0.436546
111.35,12.850381,0.008219,711.363636,0.447996
111.35,11.910682,0.008413,712.878788,0.44895
111.35,23.821364,0.012593,730.30303,0.459924
111.35,10.078269,0.007435,758.333333,0.477576
111.35,11.088446,0.01314,753.030303,0.474237
111.35,17.384427,0.011958,775,0.488073
111.35,7.259173,0.007371,791.666667,0.498569
111.35,5.661685,0.006646,793.181818,0.499523
111.35,18.230156,0.013201,841.666667,0.530057
111.35,20.180031,0.012605,831.818182,0.523855
111.35,9.79636,0.009854,872.727273,0.549618
111.35,11.840205,0.011715,846.969697,0.533397
111.35,11.2294,0.012658,881.818182,0.555344
111.35,15.011688,0.012004,893.181818,0.5625
111.35,13.296738,0.011782,899.242424,0.566317
111.35,11.158923,0.011228,918.181818,0.578244
111.35,11.816712,0.012777,905.30303,0.570134
111.35,12.028144,0.014053,934.090909,0.588263
111.35,14.447869,0.008974,892.424242,0.562023
111.35,13.50817,0.012697,928.030303,0.584447
111.35,20.109554,0.013542,953.030303,0.600191
111.35,6.695354,0.006577,953.787879,0.600668
111.35,11.111938,0.008589,943.939394,0.594466
111.35,12.122114,0.010669,942.424242,0.593511
111.35,10.360179,0.011707,982.575758,0.618798
111.35,13.649125,0.009535,968.181818,0.609733
111.35,11.158923,0.011819,1008.333333,0.635019
111.35,10.501134,0.011685,1010.606061,0.63645
111.35,10.618596,0.011671,1009.848485,0.635973
111.35,13.578647,0.010607,1042.424242,0.656489
111.35,12.216084,0.010096,1043.181818,0.656966
111.35,6.601384,0.007966,1021.212121,0.64313
111.35,10.595104,0.008995,1073.484848,0.67605
111.35,13.50817,0.011414,1021.969697,0.643607
111.35,7.282666,0.01013,1048.484848,0.660305
111.35,7.98744,0.00808,1080.30303,0.680344
111.35,11.69925,0.009838,1115.909091,0.702767
111.35,12.756411,0.008964,1183.333333,0.745229
111.35,6.460429,0.007015,1164.393939,0.733302
111.35,6.765831,0.005899,1205.30303,0.759065
111.35,15.575507,0.01283,354.545455,0.223282
112.92,22.379127,0.01523,846.212121,0.639748
112.92,25.851247,0.017251,998.484848,0.754868
120.55,14.483663,0.010346,882.575758,0.617709
120.55,12.053993,0.008372,1131.818182,0.792153
120.64,31.686743,0.016243,821.969697,0.62142
120.64,32.06605,0.015457,895.454545,0.676976
120.64,21.036963,0.0144,879.545455,0.664948
120.64,30.694709,0.016093,965.151515,0.729668
120.64,31.861808,0.014653,1061.363636,0.802405
120.64,19.140427,0.016442,1027.272727,0.776632
120.64,29.119125,0.016598,1068.181818,0.80756
120.64,28.768995,0.018649,1084.090909,0.819588
122.31,12.075129,0.009842,512.121212,0.322519
122.31,63.335698,0.043281,500,0.314885
122.31,19.804152,0.011407,552.272727,0.347805
122.31,8.480781,0.005444,544.69697,0.343034
122.31,6.342967,0.005238,590.151515,0.37166
122.31,10.148747,0.007012,653.030303,0.41126
122.31,10.689074,0.007499,643.181818,0.405057
122.31,10.430656,0.006292,639.393939,0.402672
122.31,7.61156,0.006227,670.454545,0.422233
122.31,8.151887,0.00665,672.727273,0.423664
122.31,6.601384,0.007151,700.757576,0.441317
122.31,5.779147,0.005352,700.757576,0.441317
122.31,8.715706,0.00626,715.151515,0.450382
122.31,6.108042,0.00497,728.030303,0.458492
122.31,6.930278,0.006326,767.424242,0.483302
122.31,8.645229,0.007645,737.121212,0.464218
122.31,13.32023,0.007326,754.545455,0.475191
122.31,7.51759,0.00655,762.878788,0.480439
122.31,5.849625,0.007625,785.606061,0.494752
122.31,8.856661,0.005129,797.727273,0.502385
122.31,11.017968,0.006356,790.151515,0.497615
122.31,6.695354,0.00695,821.969697,0.517653
122.31,15.105658,0.012256,842.424242,0.530534
122.31,6.037565,0.007014,828.030303,0.521469
122.31,7.682038,0.007042,858.333333,0.540553
122.31,12.216084,0.009524,861.363636,0.542462
122.31,18.465081,0.008769,841.666667,0.530057
122.31,15.105658,0.011337,898.484848,0.56584
122.31,15.645985,0.010307,930.30303,0.585878
122.31,20.156539,0.013789,1036.363636,0.652672
122.31,15.011688,0.011905,1025.757576,0.645992
131.12,18.163551,0.009748,785.606061,0.549841
131.12,17.573825,0.008253,858.333333,0.600742
131.12,21.560371,0.008407,993.939394,0.695652
134.51,0.634297,0.00019,299.242424,0.188454
134.51,10.148747,0.005666,606.818182,0.382156
134.51,16.021864,0.006116,648.484848,0.408397
134.51,14.259929,0.007465,704.545455,0.443702
134.51,27.744606,0.01345,777.272727,0.489504
134.51,32.396115,0.012602,782.575758,0.492844
134.51,23.3985,0.013863,788.636364,0.49666
134.51,26.170611,0.014087,818.939394,0.515744
134.51,26.288073,0.012511,861.363636,0.542462
134.51,14.001512,0.009873,834.090909,0.525286
134.51,23.844856,0.01138,831.060606,0.523378
134.51,17.548875,0.008751,890.909091,0.561069
134.51,17.971739,0.010572,899.242424,0.566317
134.51,16.374251,0.009217,902.272727,0.568225
134.51,23.30453,0.009439,893.181818,0.5625
134.51,23.30453,0.009264,950.757576,0.59876
134.51,23.703902,0.009232,960.606061,0.604962
134.51,13.555155,0.009663,1007.575758,0.634542
134.51,16.820608,0.008561,1008.333333,0.635019
134.51,12.216084,0.00812,1071.212121,0.674618
137.25,15.002621,0.007992,887.878788,0.621421
137.25,16.205662,0.008278,1068.939394,0.748144
144.97,21.08859,0.008346,859.848485,0.601803
144.97,20.35733,0.007694,946.212121,0.662248
144.97,18.493797,0.009766,928.787879,0.650053
144.97,16.748209,0.006912,1028.787879,0.720042
144.97,23.188014,0.008355,1146.212121,0.802227
144.97,7.99668,0.005486,1102.272727,0.771474
144.97,13.186266,0.006596,1169.69697,0.818664
144.98,15.152643,0.00856,1280.30303,0.806298
155.55,20.297494,0.008703,894.69697,0.563454
155.55,22.92865,0.00875,976.515152,0.614981
161.68,19.616212,0.008541,1010.606061,0.63645
169.4,27.298249,0.008767,972.727273,0.612595
169.4,33.993603,0.010304,1071.969697,0.675095
169.4,21.49561,0.00903,1051.515152,0.662214
169.4,6.812816,0.002509,1164.393939,0.733302
169.4,10.524626,0.006256,1246.212121,0.784828
